CID;TABCD;LCD;ALLOCATED
509;19;1256;0
509;19;1257;0
509;19;1258;0
509;19;1259;0
509;19;1260;0
509;19;1261;0
509;19;1262;0
509;19;1263;0
509;19;1264;0
509;19;1265;0
509;19;1266;0
509;19;1267;0
509;19;1268;0
509;19;1269;0
509;19;1270;0
509;19;1271;0
509;19;1272;0
509;19;1273;0
509;19;1274;0
509;19;1275;0
509;19;1276;0
509;19;1277;0
509;19;1278;0
509;19;1279;0
509;19;1280;0
509;19;1281;0
509;19;1282;0
509;19;1283;0
509;19;1284;0
509;19;1285;0
509;19;1286;0
509;19;1287;0
509;19;1288;0
509;19;1289;0
509;19;1290;0
509;19;1291;0
509;19;1292;0
509;19;1293;0
509;19;1294;0
509;19;1295;0
509;19;1296;0
509;19;1297;0
509;19;1298;0
509;19;1299;0
509;19;1300;0
509;19;1301;0
509;19;1302;0
509;19;1303;0
509;19;1304;0
509;19;1305;0
509;19;1306;0
509;19;1307;0
509;19;1308;0
509;19;1309;0
509;19;1310;0
509;19;1311;0
509;19;1312;0
509;19;1313;0
509;19;1314;0
509;19;1315;0
509;19;1316;0
509;19;1317;0
509;19;1318;0
509;19;1319;0
509;19;1320;0
509;19;1321;0
509;19;1322;0
509;19;1323;0
509;19;1324;0
509;19;1325;0
509;19;1326;0
509;19;1327;0
509;19;1328;0
509;19;1329;0
509;19;1330;0
509;19;1331;0
509;19;1332;0
509;19;1333;0
509;19;1334;0
509;19;1335;0
509;19;1336;0
509;19;1337;0
509;19;1338;0
509;19;1339;0
509;19;1340;0
509;19;1341;0
509;19;1342;0
509;19;1343;0
509;19;1344;0
509;19;1345;0
509;19;1346;0
509;19;1347;0
509;19;1348;0
509;19;1349;0
509;19;1350;0
509;19;1351;0
509;19;1352;0
509;19;1353;0
509;19;1354;0
509;19;1355;0
509;19;1356;0
509;19;1357;0
509;19;1358;0
509;19;1359;0
509;19;1360;0
509;19;1361;0
509;19;1362;0
509;19;1363;0
509;19;1364;0
509;19;1365;0
509;19;1366;0
509;19;1367;0
509;19;1368;0
509;19;1369;0
509;19;1370;0
509;19;1371;0
509;19;1372;0
509;19;1373;0
509;19;1374;0
509;19;1375;0
509;19;1376;0
509;19;1377;0
509;19;1378;0
509;19;1379;0
509;19;1380;0
509;19;1381;0
509;19;1382;0
509;19;1383;0
509;19;1384;0
509;19;1385;0
509;19;1386;0
509;19;1387;0
509;19;1388;0
509;19;1389;0
509;19;1390;0
509;19;1391;0
509;19;1392;0
509;19;1393;0
509;19;1394;0
509;19;1395;0
509;19;1396;0
509;19;1397;0
509;19;1398;0
509;19;1399;0
509;19;1400;0
509;19;1401;0
509;19;1402;0
509;19;1403;0
509;19;1404;0
509;19;1405;0
509;19;1406;0
509;19;1407;0
509;19;1408;0
509;19;1409;0
509;19;1410;0
509;19;1411;0
509;19;1412;0
509;19;1413;0
509;19;1414;0
509;19;1415;0
509;19;1416;0
509;19;1417;0
509;19;1418;0
509;19;1419;0
509;19;1420;0
509;19;1421;0
509;19;1422;0
509;19;1423;0
509;19;1424;0
509;19;1425;0
509;19;1426;0
509;19;1427;0
509;19;1428;0
509;19;1429;0
509;19;1430;0
509;19;1431;0
509;19;1432;0
509;19;1433;0
509;19;1434;0
509;19;1435;0
509;19;1436;0
509;19;1437;0
509;19;1438;0
509;19;1439;0
509;19;1440;0
509;19;1441;0
509;19;1442;0
509;19;1443;0
509;19;1444;0
509;19;1445;0
509;19;1446;0
509;19;1447;0
509;19;1448;0
509;19;1449;0
509;19;1450;0
509;19;1451;0
509;19;1452;0
509;19;1453;0
509;19;1454;0
509;19;1455;0
509;19;1456;0
509;19;1457;0
509;19;1458;0
509;19;1459;0
509;19;1460;0
509;19;1461;0
509;19;1462;0
509;19;1463;0
509;19;1464;0
509;19;1465;0
509;19;1466;0
509;19;1467;0
509;19;1468;0
509;19;1469;0
509;19;1470;0
509;19;1471;0
509;19;1472;0
509;19;1473;0
509;19;1474;0
509;19;1475;0
509;19;1476;0
509;19;1477;0
509;19;1478;0
509;19;1479;0
509;19;1480;0
509;19;1481;0
509;19;1482;0
509;19;1483;0
509;19;1484;0
509;19;1485;0
509;19;1486;0
509;19;1487;0
509;19;1488;0
509;19;1489;0
509;19;1490;0
509;19;1491;0
509;19;1492;0
509;19;1493;0
509;19;1494;0
509;19;1495;0
509;19;1496;0
509;19;1497;0
509;19;1498;0
509;19;1499;0
509;19;1500;0
509;19;1501;0
509;19;1502;0
509;19;1503;0
509;19;1504;0
509;19;1505;0
509;19;1506;0
509;19;1507;0
509;19;1508;0
509;19;1509;0
509;19;1510;0
509;19;1511;0
509;19;1512;0
509;19;1513;0
509;19;1514;0
509;19;1515;0
509;19;1516;0
509;19;1517;0
509;19;1518;0
509;19;1519;0
509;19;1520;0
509;19;1521;0
509;19;1522;0
509;19;1523;0
509;19;1524;0
509;19;1525;0
509;19;1526;0
509;19;1527;0
509;19;1528;0
509;19;1529;0
509;19;1530;0
509;19;1531;0
509;19;1532;0
509;19;1533;0
509;19;1534;0
509;19;1535;0
509;19;1536;0
509;19;1537;0
509;19;1538;0
509;19;1539;0
509;19;1540;0
509;19;1541;0
509;19;1542;0
509;19;1543;0
509;19;1544;0
509;19;1545;0
509;19;1546;0
509;19;1547;0
509;19;1548;0
509;19;1549;0
509;19;1550;0
509;19;1551;0
509;19;1552;0
509;19;1553;0
509;19;1554;0
509;19;1555;0
509;19;1556;0
509;19;1557;0
509;19;1558;0
509;19;1559;0
509;19;1560;0
509;19;1561;0
509;19;1562;0
509;19;1563;0
509;19;1564;0
509;19;1565;0
509;19;1566;0
509;19;1567;0
509;19;1568;0
509;19;1569;0
509;19;1570;0
509;19;1571;0
509;19;1572;0
509;19;1573;0
509;19;1574;0
509;19;1575;0
509;19;1576;0
509;19;1577;0
509;19;1578;0
509;19;1579;0
509;19;1580;0
509;19;1581;0
509;19;1582;0
509;19;1583;0
509;19;1584;0
509;19;1585;0
509;19;1586;0
509;19;1587;0
509;19;1588;0
509;19;1589;0
509;19;1590;0
509;19;1591;0
509;19;1592;0
509;19;1593;0
509;19;1594;0
509;19;1595;0
509;19;1596;0
509;19;1597;0
509;19;1598;0
509;19;1599;0
509;19;1600;0
509;19;1601;0
509;19;1602;0
509;19;1603;0
509;19;1604;0
509;19;1605;0
509;19;1606;0
509;19;1607;0
